environment,state,action,previous_action,theta_old,theta_new,expected_next_old,expected_next_new,expected_reward_old,expected_reward_new,parameter_sensitivity,fisher_proxy,variance_reduction_proxy,predictive_kl_old_new,switching_cost
toy1,-0.7,0.32000000000000006,0.0,0.85,1.25,-0.3427561318561809,-0.622756131856181,-0.5156,-0.5156,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.020480000000000012
toy1,-0.7,0.3400000000000001,0.0,0.85,1.25,-0.3223601318561809,-0.6023601318561809,-0.5188999999999999,-0.5188999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.023120000000000012
toy1,-0.7,0.3600000000000001,0.0,0.85,1.25,-0.30194013185618085,-0.5819401318561809,-0.5224,-0.5224,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.025920000000000016
toy1,-0.7,0.3800000000000001,0.0,0.85,1.25,-0.28149613185618083,-0.5614961318561809,-0.5261,-0.5261,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.028880000000000017
toy1,-0.7,0.40000000000000013,0.0,0.85,1.25,-0.26102813185618085,-0.5410281318561808,-0.5299999999999999,-0.5299999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.03200000000000002
toy1,-0.7,0.41999999999999993,0.0,0.85,1.25,-0.24053613185618103,-0.5205361318561811,-0.5340999999999999,-0.5340999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.03527999999999999
toy1,-0.7,0.43999999999999995,0.0,0.85,1.25,-0.22002013185618102,-0.500020131856181,-0.5384,-0.5384,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.03872
toy1,-0.7,0.45999999999999996,0.0,0.85,1.25,-0.19948013185618102,-0.47948013185618105,-0.5428999999999999,-0.5428999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.042319999999999997
toy1,-0.7,0.48,0.0,0.85,1.25,-0.178916131856181,-0.458916131856181,-0.5476,-0.5476,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.04608
toy1,-0.7,0.5,0.0,0.85,1.25,-0.15832813185618097,-0.438328131856181,-0.5525,-0.5525,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.05
toy1,-0.7,0.52,0.0,0.85,1.25,-0.13771613185618095,-0.41771613185618095,-0.5576,-0.5576,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.05408000000000001
toy1,-0.7,0.54,0.0,0.85,1.25,-0.11708013185618094,-0.39708013185618096,-0.5629,-0.5629,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.05832000000000001
toy1,-0.7,0.56,0.0,0.85,1.25,-0.09642013185618091,-0.37642013185618095,-0.5683999999999999,-0.5683999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.06272000000000001
toy1,-0.7,0.5800000000000001,0.0,0.85,1.25,-0.07573613185618089,-0.3557361318561809,-0.5740999999999999,-0.5740999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.06728000000000002
toy1,-0.7,0.6000000000000001,0.0,0.85,1.25,-0.05502813185618087,-0.3350281318561809,-0.58,-0.58,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.07200000000000002
toy1,-0.7,0.6200000000000001,0.0,0.85,1.25,-0.034296131856180856,-0.3142961318561809,-0.5861,-0.5861,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.07688000000000003
toy1,-0.7,0.6400000000000001,0.0,0.85,1.25,-0.013540131856180831,-0.2935401318561809,-0.5924,-0.5924,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.08192000000000005
toy1,-0.7,0.6600000000000001,0.0,0.85,1.25,0.007239868143819189,-0.27276013185618087,-0.5989,-0.5989,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.08712000000000004
toy1,-0.7,0.6799999999999999,0.0,0.85,1.25,0.02804386814381897,-0.25195613185618104,-0.6055999999999999,-0.6055999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.09247999999999999
toy1,-0.7,0.7,0.0,0.85,1.25,0.04887186814381899,-0.23112813185618103,-0.6124999999999999,-0.6124999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.09799999999999999
toy1,-0.7,0.72,0.0,0.85,1.25,0.069723868143819,-0.21027613185618102,-0.6195999999999999,-0.6195999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.10368
toy1,-0.7,0.74,0.0,0.85,1.25,0.09059986814381903,-0.189400131856181,-0.6269,-0.6269,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.10952
toy1,-0.7,0.76,0.0,0.85,1.25,0.11149986814381904,-0.16850013185618098,-0.6343999999999999,-0.6343999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.11552000000000001
toy1,-0.7,0.78,0.0,0.85,1.25,0.13242386814381907,-0.14757613185618096,-0.6421,-0.6421,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.12168000000000001
toy1,-0.7,0.8,0.0,0.85,1.25,0.1533718681438191,-0.12662813185618094,-0.6499999999999999,-0.6499999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.12800000000000003
toy1,-0.7,0.8200000000000001,0.0,0.85,1.25,0.1743438681438191,-0.10565613185618092,-0.6581,-0.6581,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.13448000000000002
toy1,-0.7,0.8400000000000001,0.0,0.85,1.25,0.19533986814381912,-0.0846601318561809,-0.6664,-0.6664,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.14112000000000002
toy1,-0.7,0.8600000000000001,0.0,0.85,1.25,0.21635986814381913,-0.06364013185618089,-0.6749,-0.6749,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.14792000000000002
toy1,-0.7,0.8800000000000001,0.0,0.85,1.25,0.23740386814381914,-0.04259613185618087,-0.6836,-0.6836,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.15488000000000005
toy1,-0.7,0.9000000000000001,0.0,0.85,1.25,0.2584718681438192,-0.021528131856180854,-0.6925,-0.6925,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.16200000000000006
toy1,-0.7,0.9199999999999999,0.0,0.85,1.25,0.27956386814381895,-0.00043613185618106287,-0.7015999999999999,-0.7015999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.16927999999999999
toy1,-0.7,0.94,0.0,0.85,1.25,0.300679868143819,0.020679868143818947,-0.7108999999999999,-0.7108999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.17672
toy1,-0.7,0.96,0.0,0.85,1.25,0.321819868143819,0.041819868143818974,-0.7203999999999999,-0.7203999999999999,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.18432
toy1,-0.7,0.98,0.0,0.85,1.25,0.34298386814381904,0.06298386814381898,-0.7301,-0.7301,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.19208
toy1,-0.7,1.0,0.0,0.85,1.25,0.364171868143819,0.08417186814381901,-0.74,-0.74,0.48999999999999994,544.4444444444443,544.4444444444443,43.555555555555564,0.2
toy1,-0.6,-1.0,0.0,0.85,1.25,-1.6066923685609724,-1.8466923685609724,-0.61,-0.61,0.36,400.0,400.0,32.0,0.2
toy1,-0.6,-0.98,0.0,0.85,1.25,-1.5855043685609724,-1.8255043685609724,-0.6001,-0.6001,0.36,400.0,400.0,32.0,0.19208
toy1,-0.6,-0.96,0.0,0.85,1.25,-1.5643403685609725,-1.8043403685609725,-0.5904,-0.5904,0.36,400.0,400.0,32.0,0.18432
toy1,-0.6,-0.94,0.0,0.85,1.25,-1.5432003685609723,-1.7832003685609723,-0.5809,-0.5809,0.36,400.0,400.0,32.0,0.17672
toy1,-0.6,-0.92,0.0,0.85,1.25,-1.5220843685609726,-1.7620843685609724,-0.5716,-0.5716,0.36,400.0,400.0,31.99999999999994,0.16928
toy1,-0.6,-0.9,0.0,0.85,1.25,-1.5009923685609725,-1.7409923685609723,-0.5625,-0.5625,0.36,400.0,400.0,31.99999999999994,0.16200000000000003
toy1,-0.6,-0.88,0.0,0.85,1.25,-1.4799243685609726,-1.7199243685609724,-0.5536,-0.5536,0.36,400.0,400.0,31.99999999999994,0.15488000000000002
toy1,-0.6,-0.86,0.0,0.85,1.25,-1.4588803685609726,-1.6988803685609724,-0.5448999999999999,-0.5448999999999999,0.36,400.0,400.0,31.99999999999994,0.14792
toy1,-0.6,-0.84,0.0,0.85,1.25,-1.4378603685609725,-1.6778603685609723,-0.5364,-0.5364,0.36,400.0,400.0,31.99999999999994,0.14112
toy1,-0.6,-0.8200000000000001,0.0,0.85,1.25,-1.4168643685609725,-1.6568643685609725,-0.5281,-0.5281,0.36,400.0,400.0,32.0,0.13448000000000002
toy1,-0.6,-0.8,0.0,0.85,1.25,-1.3958923685609725,-1.6358923685609725,-0.52,-0.52,0.36,400.0,400.0,32.0,0.12800000000000003
toy1,-0.6,-0.78,0.0,0.85,1.25,-1.3749443685609726,-1.6149443685609723,-0.5121,-0.5121,0.36,400.0,400.0,32.0,0.12168000000000001
toy1,-0.6,-0.76,0.0,0.85,1.25,-1.3540203685609724,-1.5940203685609724,-0.5044,-0.5044,0.36,400.0,400.0,32.0,0.11552000000000001
toy1,-0.6,-0.74,0.0,0.85,1.25,-1.3331203685609725,-1.5731203685609725,-0.4969,-0.4969,0.36,400.0,400.0,32.0,0.10952
toy1,-0.6,-0.72,0.0,0.85,1.25,-1.3122443685609724,-1.5522443685609724,-0.4896,-0.4896,0.36,400.0,400.0,32.0,0.10368
toy1,-0.6,-0.7,0.0,0.85,1.25,-1.2913923685609725,-1.5313923685609723,-0.4825,-0.4825,0.36,400.0,400.0,32.0,0.09799999999999999
toy1,-0.6,-0.6799999999999999,0.0,0.85,1.25,-1.2705643685609724,-1.5105643685609724,-0.47559999999999997,-0.47559999999999997,0.36,400.0,400.0,32.0,0.09247999999999999
toy1,-0.6,-0.6599999999999999,0.0,0.85,1.25,-1.2497603685609724,-1.4897603685609724,-0.4689,-0.4689,0.36,400.0,400.0,32.0,0.08711999999999998
toy1,-0.6,-0.64,0.0,0.85,1.25,-1.2289803685609724,-1.4689803685609726,-0.4624,-0.4624,0.36,400.0,400.0,32.00000000000006,0.08192
toy1,-0.6,-0.62,0.0,0.85,1.25,-1.2082243685609724,-1.4482243685609726,-0.4561,-0.4561,0.36,400.0,400.0,32.00000000000006,0.07688
toy1,-0.6,-0.6,0.0,0.85,1.25,-1.1874923685609724,-1.4274923685609726,-0.45,-0.45,0.36,400.0,400.0,32.00000000000006,0.072
toy1,-0.6,-0.5800000000000001,0.0,0.85,1.25,-1.1667843685609725,-1.4067843685609724,-0.4441,-0.4441,0.36,400.0,400.0,32.0,0.06728000000000002
toy1,-0.6,-0.56,0.0,0.85,1.25,-1.1461003685609725,-1.3861003685609725,-0.4384,-0.4384,0.36,400.0,400.0,32.0,0.06272000000000001
toy1,-0.6,-0.54,0.0,0.85,1.25,-1.1254403685609724,-1.3654403685609724,-0.43289999999999995,-0.43289999999999995,0.36,400.0,400.0,32.0,0.05832000000000001
toy1,-0.6,-0.52,0.0,0.85,1.25,-1.1048043685609725,-1.3448043685609725,-0.4276,-0.4276,0.36,400.0,400.0,32.0,0.05408000000000001
toy1,-0.6,-0.5,0.0,0.85,1.25,-1.0841923685609725,-1.3241923685609724,-0.4225,-0.4225,0.36,400.0,400.0,32.0,0.05
toy1,-0.6,-0.48,0.0,0.85,1.25,-1.0636043685609724,-1.3036043685609724,-0.41759999999999997,-0.41759999999999997,0.36,400.0,400.0,32.0,0.04608
toy1,-0.6,-0.45999999999999996,0.0,0.85,1.25,-1.0430403685609724,-1.2830403685609724,-0.41289999999999993,-0.41289999999999993,0.36,400.0,400.0,32.0,0.042319999999999997
toy1,-0.6,-0.43999999999999995,0.0,0.85,1.25,-1.0225003685609724,-1.2625003685609724,-0.4084,-0.4084,0.36,400.0,400.0,32.0,0.03872
toy1,-0.6,-0.42000000000000004,0.0,0.85,1.25,-1.0019843685609724,-1.2419843685609724,-0.4041,-0.4041,0.36,400.0,400.0,31.999999999999968,0.035280000000000006
toy1,-0.6,-0.4,0.0,0.85,1.25,-0.9814923685609724,-1.2214923685609724,-0.4,-0.4,0.36,400.0,400.0,31.999999999999968,0.03200000000000001
toy1,-0.6,-0.38,0.0,0.85,1.25,-0.9610243685609724,-1.2010243685609723,-0.3961,-0.3961,0.36,400.0,400.0,31.999999999999968,0.028880000000000003
toy1,-0.6,-0.36,0.0,0.85,1.25,-0.9405803685609724,-1.1805803685609724,-0.39239999999999997,-0.39239999999999997,0.36,400.0,400.0,31.999999999999968,0.02592
toy1,-0.6,-0.33999999999999997,0.0,0.85,1.25,-0.9201603685609724,-1.1601603685609723,-0.38889999999999997,-0.38889999999999997,0.36,400.0,400.0,31.999999999999968,0.023119999999999998
toy1,-0.6,-0.31999999999999995,0.0,0.85,1.25,-0.8997643685609724,-1.1397643685609722,-0.3856,-0.3856,0.36,400.0,400.0,31.999999999999968,0.020479999999999995
toy1,-0.6,-0.29999999999999993,0.0,0.85,1.25,-0.8793923685609724,-1.1193923685609724,-0.3825,-0.3825,0.36,400.0,400.0,31.999999999999968,0.01799999999999999
toy1,-0.6,-0.28,0.0,0.85,1.25,-0.8590443685609724,-1.0990443685609725,-0.3796,-0.3796,0.36,400.0,400.0,32.0,0.015680000000000003
toy1,-0.6,-0.26,0.0,0.85,1.25,-0.8387203685609724,-1.0787203685609725,-0.37689999999999996,-0.37689999999999996,0.36,400.0,400.0,32.0,0.013520000000000003
toy1,-0.6,-0.24,0.0,0.85,1.25,-0.8184203685609724,-1.0584203685609723,-0.37439999999999996,-0.37439999999999996,0.36,400.0,400.0,32.0,0.01152
toy1,-0.6,-0.21999999999999997,0.0,0.85,1.25,-0.7981443685609724,-1.0381443685609724,-0.3721,-0.3721,0.36,400.0,400.0,32.0,0.00968
toy1,-0.6,-0.19999999999999996,0.0,0.85,1.25,-0.7778923685609724,-1.0178923685609724,-0.37,-0.37,0.36,400.0,400.0,32.0,0.007999999999999997
toy1,-0.6,-0.17999999999999994,0.0,0.85,1.25,-0.7576643685609724,-0.9976643685609724,-0.3681,-0.3681,0.36,400.0,400.0,32.0,0.006479999999999996
toy1,-0.6,-0.16000000000000003,0.0,0.85,1.25,-0.7374603685609724,-0.9774603685609724,-0.3664,-0.3664,0.36,400.0,400.0,32.0,0.005120000000000003
toy1,-0.6,-0.14,0.0,0.85,1.25,-0.7172803685609724,-0.9572803685609724,-0.36489999999999995,-0.36489999999999995,0.36,400.0,400.0,32.0,0.003920000000000001
toy1,-0.6,-0.12,0.0,0.85,1.25,-0.6971243685609725,-0.9371243685609725,-0.3636,-0.3636,0.36,400.0,400.0,32.0,0.00288
toy1,-0.6,-0.09999999999999998,0.0,0.85,1.25,-0.6769923685609724,-0.9169923685609724,-0.3625,-0.3625,0.36,400.0,400.0,32.0,0.001999999999999999
toy1,-0.6,-0.07999999999999996,0.0,0.85,1.25,-0.6568843685609724,-0.8968843685609724,-0.3616,-0.3616,0.36,400.0,400.0,32.0,0.0012799999999999988
toy1,-0.6,-0.05999999999999994,0.0,0.85,1.25,-0.6368003685609723,-0.8768003685609723,-0.3609,-0.3609,0.36,400.0,400.0,32.0,0.0007199999999999986
toy1,-0.6,-0.040000000000000036,0.0,0.85,1.25,-0.6167403685609725,-0.8567403685609725,-0.3604,-0.3604,0.36,400.0,400.0,32.0,0.0003200000000000006
toy1,-0.6,-0.020000000000000018,0.0,0.85,1.25,-0.5967043685609724,-0.8367043685609724,-0.36010000000000003,-0.36010000000000003,0.36,400.0,400.0,32.0,8.000000000000016e-05
toy1,-0.6,0.0,0.0,0.85,1.25,-0.5766923685609724,-0.8166923685609724,-0.36,-0.36,0.36,400.0,400.0,32.0,0.0
toy1,-0.6,0.020000000000000018,0.0,0.85,1.25,-0.5566803685609725,-0.7966803685609725,-0.36010000000000003,-0.36010000000000003,0.36,400.0,400.0,32.0,8.000000000000016e-05
toy1,-0.6,0.040000000000000036,0.0,0.85,1.25,-0.5366443685609724,-0.7766443685609724,-0.3604,-0.3604,0.36,400.0,400.0,32.0,0.0003200000000000006
toy1,-0.6,0.06000000000000005,0.0,0.85,1.25,-0.5165843685609723,-0.7565843685609723,-0.3609,-0.3609,0.36,400.0,400.0,32.0,0.0007200000000000013
toy1,-0.6,0.08000000000000007,0.0,0.85,1.25,-0.49650036856097235,-0.7365003685609723,-0.3616,-0.3616,0.36,400.0,400.0,32.0,0.0012800000000000025
toy1,-0.6,0.10000000000000009,0.0,0.85,1.25,-0.47639236856097233,-0.7163923685609723,-0.3625,-0.3625,0.36,400.0,400.0,32.0,0.0020000000000000035
toy1,-0.6,0.1200000000000001,0.0,0.85,1.25,-0.4562603685609723,-0.6962603685609723,-0.3636,-0.3636,0.36,400.0,400.0,32.0,0.0028800000000000054
toy1,-0.6,0.14000000000000012,0.0,0.85,1.25,-0.4361043685609723,-0.6761043685609723,-0.3649,-0.3649,0.36,400.0,400.0,32.0,0.003920000000000007
toy1,-0.6,0.15999999999999992,0.0,0.85,1.25,-0.4159243685609725,-0.6559243685609725,-0.3664,-0.3664,0.36,400.0,400.0,32.0,0.005119999999999995
toy1,-0.6,0.17999999999999994,0.0,0.85,1.25,-0.3957203685609725,-0.6357203685609725,-0.3681,-0.3681,0.36,400.0,400.0,32.0,0.006479999999999996
toy1,-0.6,0.19999999999999996,0.0,0.85,1.25,-0.37549236856097246,-0.6154923685609724,-0.37,-0.37,0.36,400.0,400.0,32.0,0.007999999999999997
toy1,-0.6,0.21999999999999997,0.0,0.85,1.25,-0.35524036856097246,-0.5952403685609724,-0.3721,-0.3721,0.36,400.0,400.0,32.0,0.00968
toy1,-0.6,0.24,0.0,0.85,1.25,-0.33496436856097245,-0.5749643685609724,-0.37439999999999996,-0.37439999999999996,0.36,400.0,400.0,32.0,0.01152
toy1,-0.6,0.26,0.0,0.85,1.25,-0.3146643685609724,-0.5546643685609725,-0.37689999999999996,-0.37689999999999996,0.36,400.0,400.0,32.0,0.013520000000000003
toy1,-0.6,0.28,0.0,0.85,1.25,-0.2943403685609724,-0.5343403685609724,-0.3796,-0.3796,0.36,400.0,400.0,32.0,0.015680000000000003
toy1,-0.6,0.30000000000000004,0.0,0.85,1.25,-0.2739923685609724,-0.5139923685609724,-0.3825,-0.3825,0.36,400.0,400.0,32.0,0.018000000000000006
toy1,-0.6,0.32000000000000006,0.0,0.85,1.25,-0.25362036856097236,-0.49362036856097236,-0.3856,-0.3856,0.36,400.0,400.0,32.0,0.020480000000000012
toy1,-0.6,0.3400000000000001,0.0,0.85,1.25,-0.23322436856097234,-0.47322436856097233,-0.3889,-0.3889,0.36,400.0,400.0,32.0,0.023120000000000012
toy1,-0.6,0.3600000000000001,0.0,0.85,1.25,-0.21280436856097235,-0.45280436856097234,-0.39239999999999997,-0.39239999999999997,0.36,400.0,400.0,32.0,0.025920000000000016
toy1,-0.6,0.3800000000000001,0.0,0.85,1.25,-0.19236036856097233,-0.4323603685609723,-0.3961,-0.3961,0.36,400.0,400.0,32.0,0.028880000000000017
toy1,-0.6,0.40000000000000013,0.0,0.85,1.25,-0.1718923685609723,-0.4118923685609723,-0.4,-0.4,0.36,400.0,400.0,32.0,0.03200000000000002
toy1,-0.6,0.41999999999999993,0.0,0.85,1.25,-0.1514003685609725,-0.3914003685609725,-0.40409999999999996,-0.40409999999999996,0.36,400.0,400.0,32.0,0.03527999999999999
toy1,-0.6,0.43999999999999995,0.0,0.85,1.25,-0.1308843685609725,-0.37088436856097245,-0.4084,-0.4084,0.36,400.0,400.0,32.0,0.03872
toy1,-0.6,0.45999999999999996,0.0,0.85,1.25,-0.11034436856097246,-0.35034436856097245,-0.41289999999999993,-0.41289999999999993,0.36,400.0,400.0,32.0,0.042319999999999997
toy1,-0.6,0.48,0.0,0.85,1.25,-0.08978036856097245,-0.3297803685609724,-0.41759999999999997,-0.41759999999999997,0.36,400.0,400.0,32.0,0.04608
toy1,-0.6,0.5,0.0,0.85,1.25,-0.06919236856097244,-0.30919236856097243,-0.4225,-0.4225,0.36,400.0,400.0,32.0,0.05
toy1,-0.6,0.52,0.0,0.85,1.25,-0.04858036856097241,-0.2885803685609724,-0.4276,-0.4276,0.36,400.0,400.0,32.0,0.05408000000000001
toy1,-0.6,0.54,0.0,0.85,1.25,-0.027944368560972398,-0.26794436856097237,-0.43289999999999995,-0.43289999999999995,0.36,400.0,400.0,32.0,0.05832000000000001
toy1,-0.6,0.56,0.0,0.85,1.25,-0.007284368560972379,-0.24728436856097236,-0.4384,-0.4384,0.36,400.0,400.0,32.0,0.06272000000000001
toy1,-0.6,0.5800000000000001,0.0,0.85,1.25,0.013399631439027643,-0.22660036856097235,-0.4441,-0.4441,0.36,400.0,400.0,32.0,0.06728000000000002
toy1,-0.6,0.6000000000000001,0.0,0.85,1.25,0.03410763143902766,-0.20589236856097232,-0.45,-0.45,0.36,400.0,400.0,32.0,0.07200000000000002
toy1,-0.6,0.6200000000000001,0.0,0.85,1.25,0.054839631439027675,-0.18516036856097232,-0.45610000000000006,-0.45610000000000006,0.36,400.0,400.0,32.0,0.07688000000000003
toy1,-0.6,0.6400000000000001,0.0,0.85,1.25,0.0755956314390277,-0.1644043685609723,-0.46240000000000003,-0.46240000000000003,0.36,400.0,400.0,32.0,0.08192000000000005
toy1,-0.6,0.6600000000000001,0.0,0.85,1.25,0.09637563143902772,-0.14362436856097227,-0.46890000000000004,-0.46890000000000004,0.36,400.0,400.0,32.0,0.08712000000000004
toy1,-0.6,0.6799999999999999,0.0,0.85,1.25,0.1171796314390275,-0.12282036856097249,-0.47559999999999997,-0.47559999999999997,0.36,400.0,400.0,32.0,0.09247999999999999
toy1,-0.6,0.7,0.0,0.85,1.25,0.13800763143902753,-0.10199236856097246,-0.4825,-0.4825,0.36,400.0,400.0,32.0,0.09799999999999999
toy1,-0.6,0.72,0.0,0.85,1.25,0.15885963143902754,-0.08114036856097245,-0.4896,-0.4896,0.36,400.0,400.0,32.0,0.10368
toy1,-0.6,0.74,0.0,0.85,1.25,0.17973563143902754,-0.060264368560972434,-0.4969,-0.4969,0.36,400.0,400.0,32.0,0.10952
toy1,-0.6,0.76,0.0,0.85,1.25,0.20063563143902757,-0.03936436856097242,-0.5044,-0.5044,0.36,400.0,400.0,32.0,0.11552000000000001
toy1,-0.6,0.78,0.0,0.85,1.25,0.2215596314390276,-0.018440368560972392,-0.5121,-0.5121,0.36,400.0,400.0,32.0,0.12168000000000001
toy1,-0.6,0.8,0.0,0.85,1.25,0.24250763143902762,0.002507631439027623,-0.52,-0.52,0.36,400.0,400.0,32.0,0.12800000000000003
toy1,-0.6,0.8200000000000001,0.0,0.85,1.25,0.26347963143902764,0.02347963143902764,-0.5281,-0.5281,0.36,400.0,400.0,32.0,0.13448000000000002
toy1,-0.6,0.8400000000000001,0.0,0.85,1.25,0.28447563143902765,0.04447563143902766,-0.5364,-0.5364,0.36,400.0,400.0,32.0,0.14112000000000002
toy1,-0.6,0.8600000000000001,0.0,0.85,1.25,0.3054956314390277,0.06549563143902767,-0.5449,-0.5449,0.36,400.0,400.0,32.0,0.14792000000000002
toy1,-0.6,0.8800000000000001,0.0,0.85,1.25,0.3265396314390277,0.0865396314390277,-0.5536000000000001,-0.5536000000000001,0.36,400.0,400.0,32.0,0.15488000000000005
toy1,-0.6,0.9000000000000001,0.0,0.85,1.25,0.34760763143902773,0.10760763143902771,-0.5625000000000001,-0.5625000000000001,0.36,400.0,400.0,32.0,0.16200000000000006
toy1,-0.6,0.9199999999999999,0.0,0.85,1.25,0.3686996314390275,0.12869963143902752,-0.5716,-0.5716,0.36,400.0,400.0,32.0,0.16927999999999999
toy1,-0.6,0.94,0.0,0.85,1.25,0.38981563143902753,0.1498156314390275,-0.5809,-0.5809,0.36,400.0,400.0,32.0,0.17672
toy1,-0.6,0.96,0.0,0.85,1.25,0.4109556314390275,0.17095563143902753,-0.5904,-0.5904,0.36,400.0,400.0,32.0,0.18432
toy1,-0.6,0.98,0.0,0.85,1.25,0.43211963143902754,0.19211963143902755,-0.6001,-0.6001,0.36,400.0,400.0,32.0,0.19208
toy1,-0.6,1.0,0.0,0.85,1.25,0.4533076314390276,0.2133076314390276,-0.61,-0.61,0.36,400.0,400.0,32.0,0.2
toy1,-0.5,-1.0,0.0,0.85,1.25,-1.5159275324764612,-1.7159275324764611,-0.5,-0.5,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.2
toy1,-0.5,-0.98,0.0,0.85,1.25,-1.4947395324764612,-1.6947395324764611,-0.4901,-0.4901,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.19208
toy1,-0.5,-0.96,0.0,0.85,1.25,-1.4735755324764612,-1.6735755324764612,-0.48040000000000005,-0.48040000000000005,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.18432
toy1,-0.5,-0.94,0.0,0.85,1.25,-1.452435532476461,-1.6524355324764612,-0.4709,-0.4709,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.17672
toy1,-0.5,-0.92,0.0,0.85,1.25,-1.4313195324764612,-1.631319532476461,-0.4616,-0.4616,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.16928
toy1,-0.5,-0.9,0.0,0.85,1.25,-1.410227532476461,-1.610227532476461,-0.4525,-0.4525,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.16200000000000003
toy1,-0.5,-0.88,0.0,0.85,1.25,-1.3891595324764612,-1.5891595324764611,-0.4436,-0.4436,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.15488000000000002
toy1,-0.5,-0.86,0.0,0.85,1.25,-1.3681155324764611,-1.568115532476461,-0.4349,-0.4349,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.14792
toy1,-0.5,-0.84,0.0,0.85,1.25,-1.347095532476461,-1.547095532476461,-0.4264,-0.4264,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.14112
toy1,-0.5,-0.8200000000000001,0.0,0.85,1.25,-1.3260995324764613,-1.5260995324764612,-0.4181,-0.4181,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.13448000000000002
toy1,-0.5,-0.8,0.0,0.85,1.25,-1.3051275324764613,-1.5051275324764612,-0.41000000000000003,-0.41000000000000003,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.12800000000000003
toy1,-0.5,-0.78,0.0,0.85,1.25,-1.2841795324764613,-1.4841795324764613,-0.4021,-0.4021,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.12168000000000001
toy1,-0.5,-0.76,0.0,0.85,1.25,-1.2632555324764612,-1.4632555324764611,-0.39440000000000003,-0.39440000000000003,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.11552000000000001
toy1,-0.5,-0.74,0.0,0.85,1.25,-1.2423555324764612,-1.4423555324764612,-0.3869,-0.3869,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.10952
toy1,-0.5,-0.72,0.0,0.85,1.25,-1.2214795324764611,-1.421479532476461,-0.3796,-0.3796,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.10368
toy1,-0.5,-0.7,0.0,0.85,1.25,-1.2006275324764613,-1.4006275324764612,-0.3725,-0.3725,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.09799999999999999
toy1,-0.5,-0.6799999999999999,0.0,0.85,1.25,-1.1797995324764612,-1.3797995324764611,-0.3656,-0.3656,0.25,277.77777777777777,277.77777777777777,22.22222222222221,0.09247999999999999
